team_id,team_nm,GP,gameWpct,TO,TOperGame,TOboost_adj,TOboost,TOboost_srv,TOboost_ret
T562,Mike Algeri & Blanka Foucaud,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T563,Mike Algeri & Joe Carson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T564,Blanka Foucaud & Rebekah Marquis,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T565,Joe Carson & Blanka Foucaud,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T566,Rebekah Marquis & Michael Algeri,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T567,James Larsen & Jeff Pendleton,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T568,Taylor Lark & Jeff Pendleton,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T569,Hurricane Tyra Black & Dylan Frazier,4,75.0,0,0.0,0.0,0.0,0.0,0.0
T571,Sharon Lagas & Ryan Lamberson,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T572,Donnie Mauldin & Timmy Miles,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T573,Donnie Mauldin & Ryan Vena,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T574,Sharon Lagas & Tyler Melhorn,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T575,Nick Peterson & Braxton Kinner,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T576,Kevin Naber & Alex Peterson,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T577,Desiree Reader & Timmy Miles,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T578,Alex Lynch & Ryan Lamberson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T579,Desiree Reader & Ryan Vena,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T580,Alex Lynch & Tyler Melhorn,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T581,Shea Allred & Shaun Stacey,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T582,Taylor Lark & Kyle Wedgeworth,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T583,Sharon Lagas & Ryan Vena,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T584,Donnie Mauldin & Tyler Melhorn,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T585,Desiree Reader & Ryan Lamberson,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T586,Alex Lynch & Timmy Miles,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T587,Shea Allred & Kyle Wedgeworth,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T588,Nick Peterson & John Lundeen,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T589,David Bieger & Jonathan Truong,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T591,Allyce Jones & Jack Sock,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T592,Callie Smith & Anna Bright,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T593,Allyce Jones & Hurricane Tyra Black,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T594,Mathew Coatney & Kaden Seward,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T595,Ean Berry & Addison Luelf,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T596,Carlos Solis & Ryan Runner,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T597,Ben Hewes & Jonathan Kirwin,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T598,Sean Pummill & Jared Culbert,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T599,Renjith Lal Erreseril & Rajasekhar Gunreddy,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T600,Eddie Hunter & EZ Lakshmanan,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T601,Dustin Gudde & Austin Conner,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T602,Jarret Sanders & Patrick Swope,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T603,Pablo Tellez & Etta Wright,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T604,Meghan Sheehan-Dizon & Connor Garnett,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T605,Tina Pisnik & Christian Alshon,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T606,Brooke Buckner & Riley Newman,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T607,Riley Newman & Connor Garnett,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T609,Brooke Buckner & Meghan Sheehan-Dizon,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T611,Meghan Dizon & Brooke Buckner,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T612,Jorja Johnson & Hurricane Tyra Black,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T614,Anna Bright & Hayden Patriquin,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T615,Kate Fahey & Gabriel Tardio,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T616,Gabriel Tardio & Hayden Patriquin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T617,James Larsen & Blaine Bateman,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T618,Leanne Cleveland & Kristen Larrick,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T619,Jillian Zook & Pia Nierman,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T623,Kyle Wedgeworth & Brandon Somsen,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T624,Shaun Stacey & James Pendleton,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T625,James Pendleton & Jack Pendleton,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T628,Cristian Alvarado & Noah Alvardo,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T630,Brooke M & Alex Toth,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T633,Taylor Lark & Samit Batra,5,100.0,0,0.0,0.0,0.0,0.0,0.0
T634,Shea Allred & James Larsen,8,62.5,0,0.0,0.0,0.0,0.0,0.0
T635,Kyle White & James Pendleton,5,0.0,0,0.0,0.0,0.0,0.0,0.0
T636,Zvika Rosenboum & Mark Rawlins,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T638,Camila Gonzalez & Jose Gonzalez,9,55.6,0,0.0,0.0,0.0,0.0,0.0
T641,Andrew Curtis & Alex Spancake,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T642,Josh Golob & Petr Minar,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T643,Glenn Jordan & Bernard Leblanc,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T645,Rich Lively & Shay Coker,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T646,Craig Lark & James Pendleton,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T647,James Pendleton & Trevor Bateman,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T648,David Mosher & Rebecca Mosher,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T649,Debbie Feutsch & Brian Fairchild,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T650,Cooper Gatten & Phillip Gibson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T651,Jeffrey Romines & Matthew Wright,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T652,Corey Adams & Kyle Adams,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T653,Varun Nagaraj & Udhaya Chander,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T654,Collin Harner & Krish Sivakumar,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T655,Cody Vaught & Rotnei Clarke,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T656,Ryan Lemoine & Justin Kilgo,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T657,Johnny Sanchez & Will Fernandez,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T658,Brooks Mulloy & Brian Mulloy,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T659,Craig Hanke & Polo Sengthavorn,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T660,Landry Banker & Jeremy Hacker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T661,Jonathan Truong & Chiron Burl,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T667,James Larsen & Kyle White,3,100.0,0,0.0,0.0,0.0,0.0,0.0
T668,Jordan Denish & Alex Spancake,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T670,Jake McMahon & Taylor Lark,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T671,Joshua Stalcup & Andrew Crocker,5,60.0,0,0.0,0.0,0.0,0.0,0.0
T672,David Ott & Jake McMahon,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T673,Taylor Lark & Paul Redmond,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T674,David Mosher & Matt Hofer,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T675,Brian Fairchild & Gabe Galvez,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T676,Jay Boucher & Jake McMahon,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T677,Drake Dutra & Gregory Knaggs,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T678,Mike Nobles & Matt Gross,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T679,Ryan S & Axel E,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T680,Mikkel E & Nando M,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T681,Ryan S & Nando M,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T682,James C & Nick M,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T683,Allyce Jones & Dekel Bar,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T686,Jillian Zook & Adam Shrager,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T687,Mark Pabalan & Thu Deo,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T688,Mo Alhouni & Zoe Yi Wang,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T690,Angie Walker & Genie Erokhina,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T691,Judit Castillo Gargallo & Zoe Yi Wang,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T692,Mo Alhouni & Anderson Scarpa,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T693,Todd Fought & Jaume Martinez Vich,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T694,Meghan Dizon & Clayton Boydston,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T695,Ryan Smith & Ryan Jones,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T696,Meghan Dizon & Ryan Jones,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T697,Ryan Smith & Clayton Boydston,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T698,Ryan Jones & Clayton Boydston,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T699,Ryan Smith & Meghan Dizon,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T700,Leslie B & Joe Zamoyta,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T701,Oyun W & Tom K,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T702,Leslie B & Tom K,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T703,Oyun W & Joe Zamoyta,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T704,James Pendleton & Brandon Somsen,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T705,James Larsen & Brandon Somsen,3,100.0,0,0.0,0.0,0.0,0.0,0.0
T706,Jorja Johnson & Mari Humberg,5,80.0,0,0.0,0.0,0.0,0.0,0.0
T707,John L & John R,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T708,James C & Ryan S,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T709,Stephen Lark & Taylor Lark,5,100.0,0,0.0,0.0,0.0,0.0,0.0
T710,Michael Shire & Steve Hedrick,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T711,Jeremy Melton & Jon Woodward,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T712,Steve Brock & Todd Parker,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T713,Dennis Pitta & Taylor Lark,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T714,Rob Myers & Tim Huynh,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T715,Andrew Lark & Dennis Pitta,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T716,Ryan Smith & Quentin Wilson,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T717,Quentin Wilson & Ryan Jones,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T718,Christian Alshon & Quang Duong,3,100.0,0,0.0,0.0,0.0,0.0,0.0
T719,Nancy D & Jeanne D,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T720,Steve D & Laura T,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T721,Laura T & Nancy S,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T722,Steve H & Carl S,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T723,Laura T & Carl S,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T724,Jeanne D & Steve D,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T725,Carl S & Nancy S,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T726,Jessie Irvine & Kaitlyn Christian,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T727,Sean Pummill & James Pendleton,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T728,Camila Gonzalez & Taylor Lark,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T729,Camila Gonzalez & Sean Pummill,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T730,Jose Gonzalez & James Pendleton,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T731,Sean Pummill & Taylor Lark,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T732,Sean Pummill & Jose Gonzalez,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T103,Richard Livornese & Frank Anthony Davis,0,0.0,0,0.0,0.0,0.0,0.0,0.0
T402,Clark Benassi & Payton Noyes,0,0.0,0,0.0,0.0,0.0,0.0,0.0
T509,Lucas Mallory & Bryce Hanes,0,0.0,0,0.0,0.0,0.0,0.0,0.0
