team_id,team_nm,GP,gameWpct,TO,TOperGame,TOboost_adj,TOboost,TOboost_srv,TOboost_ret
T172,Vic 1 & Vic 2,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T174,Shelby Wissig & Roy Ching,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T175,Andy Kuo & Le Pham,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T176,Louis AUS & Hutch AUS,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T177,Mitch AUS & Steve AUS,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T178,Danny Dan & Richie Rich,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T179,Susan Kang & Matt Simison,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T182,Seth Kaffka & Ravi Songa,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T183,Trent Lamers & Scott Lamers,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T184,Jarret Sanders & Steven Bauer,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T187,Mary Brascia & Erik Lange,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T189,Tony Sheng & Daniel McAuley,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T190,Roman Estareja & Yoshikazu Ysa,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T191,Yali Sun & Brian Schwartz,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T192,Ming Chang & Cindy Walters,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T195,Callan Dawson & Todd Fought,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T196,Monica Linn & Nathan Poteet,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T205,Bobbi Oshiro & Callan Dawson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T206,Nathan Poteet & David Richardson,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T207,Ryler DeHeart & Emily Ackerman,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T209,Milan Rane & Phillip Locklear,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T210,Ryan Fernstrom & Niko Martinovic,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T211,Zann Jones & John Strange,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T212,Martina Frantova & Rob Nunnery,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T215,Bryan White & Doug White,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T216,Brandon White & Kathy White-Gadacz,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T218,Nate Steele & Mike Hamberg,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T219,Matt Riddle & Ethan Dysert,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T221,Daniel McPartland & Kevin Sisco,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T224,Christa Gecheva & Daniel De La Rosa,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T225,Christa Gecheva & Jill Braverman,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T226,Brandon White & Doug White,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T227,Kathy White-Gadacz & Bryan White,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T229,Mariel Deyoung & Craig Riley,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T230,Brooks Pettus & Jacquelyn Campbell,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T231,Mike Hamberg & Matt Riddle,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T232,Ethan Dysert & Armando Ocando,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T233,Peter Cote & Lloyd Eppie,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T234,Larry Wang & Ken Shields,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T235,Peter Cote & Adam Chuck,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T236,Oliver Chu & JP Concepcion,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T239,Blake Rutledge & Lloyd Eppie,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T240,Peter Cote & Gerald Sawyer,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T241,Eddy Cheung & Sandy Chila,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T242,Peter Cote & JP Concepcion,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T243,Gee Bee & Gaurav Bee,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T244,Felix Vadan & Sylvain Belange,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T246,Martin Yuson & Matthew Pearce,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T248,Dan B & Kevin B,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T249,Patricio Solari & Felix Vadan,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T251,Sylvain Bellange & Felix Vadan,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T252,Josh Giannelli & Ethan Duncan,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T253,Rianna Valdes & Erik Pailet,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T254,Lindsey Newman & Riley Newman,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T257,Vicky Strandlund & Angie Walker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T259,Malia Lum & Matt Marceau,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T260,Nicole Eugenio & Tony Sheng,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T263,Steve Deakin & Travis Rettenmaier,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T267,Logan Rosenbach & Liam Duffin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T268,Ben Wenger & Ryan Kane,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T270,Dan Garfinkel & Matthew Deaver,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T273,Elizabeth Roy & Daniel Reese,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T274,Mark Cleminson & Christina Chin,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T275,Kim Brent & Steve Deakin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T276,Steve Deakin & Pat Smith,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T277,Brandon French & Chuck Taylor,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T281,Richard Do & Micah Geisenberg,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T282,Osdward Rodriguez & Jason Jimenez,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T283,Richard Do & Jennifer Rodil,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T285,Eric Suggs & Obe J,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T286,Mike L & Shang L,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T288,Red Opponent & Blue Opponent,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T289,Tyler Martin & Lynda Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T291,Suzanna Sim & Steve Nguyen,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T292,Cody Miller & Derek Kraje,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T295,Suzanne Chuparkoff & Leah Tauber,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T297,Leah Tauber & Alex Wen,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T298,Christy Vo & Quang Vuong,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T299,Heather Murphy & Derek Kraje,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T301,Michelle Blank & Mark Blank,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T302,Jeff Hookem & Justin Barton,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T303,Doug Buchanan & Luca Divona,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T304,Jeff Hookem & Luca Divona,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T305,Justin Barton & Doug Buchanan,4,75.0,0,0.0,0.0,0.0,0.0,0.0
T306,Jeff Hookem & Doug Buchanan,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T307,Justin Barton & Luca Divona,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T308,Scott Tolep & Andrei Volgin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T309,Paul Levy & Roy Mirchandani,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T310,Steve Deakin & Spencer Smith,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T312,Trevor Bateman & Blaine Bateman,43,41.9,0,0.0,0.0,0.0,0.0,0.0
T313,Justin Barton & Johnny Bhojwani,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T314,Brett Farnum & Doug Buchanan,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T315,Joshua Johnson & Damon Mangana,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T316,Solomon Roberts & Aaron Grimmer,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T317,Elliot Blank & Clara Blank,3,100.0,0,0.0,0.0,0.0,0.0,0.0
T318,August Doucet & Jansen Blank,4,0.0,0,0.0,0.0,0.0,0.0,0.0
T319,Nathan Poteet & Josh Seigel,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T320,Rumi Vaikuntan & Ryan Kane,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T321,Raul Santamaria & Jeremy Hacker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T322,John Trana & Joseph Berry,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T323,Mike Young & William Braswell,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T324,Abraham Mejia & Enrique Salas,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T325,Ethan Bohmke & Ashton Wheeler,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T326,Paul Higgs & Merlyn Johnson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T328,Andy Vu & Justin Liao,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T329,Ed Sus & Johanna Sus,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T330,Daniel Win & Vic One,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T331,Scott Caldwell & Timothy Grailer,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T332,Michael Cochran & Ravi Songa,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T333,James Pendleton & Kyzer Bair,4,25.0,0,0.0,0.0,0.0,0.0,0.0
T334,Timothy Grailer & Michael Cochran,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T335,Ed Sus & Vic One,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T336,Daniel Win & Johanna Sus,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T339,Ed Sus & Daniel Win,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T340,Johanna Sus & Vic One,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T342,Conner Reburn & Tyler Reburn,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T343,Jason Blank & Cody Noble,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T344,Jeff Blank & Travis Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T345,Scott Caldwell & Michael Cochran,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T346,Kyzer Bair & Taylor Lark,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T347,James Pendleton & Andrew Lark,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T348,Craig Lark & James Larsen,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T351,Matt Wright & Ben Johns,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T352,Vivienne David & Andrea Koop,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T353,Allyce Jones & Riley Newman,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T354,Monica Linn & Sarah Pham,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T357,Wesley Gabrielsen & Erik Lange,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T359,Rashid Blank & Michael Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T360,Edmond Blank & Sean Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T361,Craig Lark & Andrew Lark,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T362,Zachary Lessner & Paul Pickles Smith,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T363,Christian Keenum & Tyler Tolson,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T364,Di Blank & Pam Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T365,Robyn Blank & Hutch Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T366,Parris Todd & Anna Bright,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T367,Robert Laidlaw & Sam Kim,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T368,Nick Meale & Alfonso Ranaudo,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T369,Johnny Bhojwani & Luca Divona,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T370,Hayden Patriquin & Tyson McGuffin,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T371,Riley Newman & Parris Todd,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T372,Rob Ratley & Brian Sanderford,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T375,Tyler Loong & AJ Koller,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T376,Jesse Irvine & Irina Tereschenko,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T377,Gregory Knaggs & Jason Worley,2,50.0,0,0.0,0.0,0.0,0.0,0.0
T378,Colin Johnson & Igor Paley,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T379,Alex Jantsch & Chester Greub,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T380,Taylor Lark & Andrew Lark,8,37.5,0,0.0,0.0,0.0,0.0,0.0
T381,James Larsen & James Pendleton,15,40.0,0,0.0,0.0,0.0,0.0,0.0
T382,Sean Pummill & Johan Den Toom,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T383,Wes Horton & Casey Dominguez,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T385,Kerri Bacha & Jean Halahan,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T386,Corey Nichols & Case Maner,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T387,Di Blank & Robyn Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T388,Hutch Blank & Pam Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T389,Steven Bauer & Patrick Swope,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T390,Di Blank & Hutch Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T391,Robyn Blank & Pam Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T393,Rachel Summers & Genie Erokhina,3,0.0,0,0.0,0.0,0.0,0.0,0.0
T394,Veeraj Rangnekar & Nikhil Mehra,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T395,Wesley Yee & Vishnu Kodangattil,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T396,Mike McGill & David Zeiler,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T398,Vivienne David & Lacy Schneemann,4,75.0,0,0.0,0.0,0.0,0.0,0.0
T399,Youssef Bouzidi & James Broker,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T400,Catherine Parenteau & Andrea Koop,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T401,Tyler Slagill & Alex Spancake,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T403,Matt Carpenter & Kris Ramani,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T404,Pink shoes & white shoes,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T405,Jillian Zook & Kovar Gregory,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T406,Daniel Unknown & Patrick Unknown,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T407,Craig Wohlschlaeger & Taylor Lark,4,0.0,0,0.0,0.0,0.0,0.0,0.0
T408,Shaun Stacey & Brandon Somsen,4,100.0,0,0.0,0.0,0.0,0.0,0.0
T409,Shaun Stacey & Craig Wohlschlaeger,4,0.0,0,0.0,0.0,0.0,0.0,0.0
T410,Brandon Somsen & Taylor Lark,14,78.6,0,0.0,0.0,0.0,0.0,0.0
T411,Taylor Lark & Shaun Stacey,14,64.3,0,0.0,0.0,0.0,0.0,0.0
T412,Craig Wohlschlaeger & Brandon Somsen,5,40.0,0,0.0,0.0,0.0,0.0,0.0
T413,Conor Burns & David Bieger,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T415,Lauralei Singsank & Alexandra McDonald,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T416,Dylan Ciampini & Averee Beck,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T417,Alexandra McDonald & Eli Mautner,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T421,Wen Su & Jason Worley,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T423,Ryan Dinsmore & Jered Drizin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T424,Robert Hodgson & Corey Nichols,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T425,Rob Ratley & Danny Cox,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T426,Jimmy Chokbengboun & Tam Nguyen,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T427,Asim Bashir & Brandon Somsen,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T429,Justin Sodoma & Evan Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T431,Chris C & David Tickles,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T432,Mike S & Zach Z,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T433,Chris Clements & David Yang,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T434,Mike Strain & Zach Z,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T435,Kyle Wedgeworth & James Pendleton,5,40.0,0,0.0,0.0,0.0,0.0,0.0
T437,Alyssa Lark & Taylor Lark,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T438,Shaun Stacey & Kyle Wedgeworth,10,30.0,0,0.0,0.0,0.0,0.0,0.0
T439,Katy Pendleton & James Pendleton,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T440,Turney Temp & Obe Temp,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T441,Matt Temp & Eric Suggs,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T442,Turney Temp & Eric Suggs,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T443,Matt Temp & Obe Temp,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T444,Matt Temp & Turney Temp,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T445,Obe Temp & Eric Suggs,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T447,Brenna Sill & Bryce Larson,3,33.3,0,0.0,0.0,0.0,0.0,0.0
T448,Yo Dujardin & Ryan Jones,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T449,Joe Feldman & Shashank Temp,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T450,Shea Allred & Blaine Bateman,15,46.7,0,0.0,0.0,0.0,0.0,0.0
T451,James Pendleton & Blaine Bateman,6,50.0,0,0.0,0.0,0.0,0.0,0.0
T452,Cannon Bateman & Taylor Lark,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T456,Shea Allred & Taylor Lark,16,62.5,0,0.0,0.0,0.0,0.0,0.0
T457,Eric Suggs & Tom C,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T458,Joel Phillips & Ed G,4,50.0,0,0.0,0.0,0.0,0.0,0.0
T459,Shea Allred & James Pendleton,6,16.7,0,0.0,0.0,0.0,0.0,0.0
T460,Taylor Lark & Blaine Bateman,5,40.0,0,0.0,0.0,0.0,0.0,0.0
T462,Alex Spancake & Robert Bixler,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T464,Blaine Bateman & Cannon Bateman,11,27.3,0,0.0,0.0,0.0,0.0,0.0
T467,Oscar V & Dave Morse,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T468,Ravi Blank & Brad Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T469,Jason Worley & Brandon Passmore,7,100.0,0,0.0,0.0,0.0,0.0,0.0
T471,Monica Linn & Alex Guy,4,25.0,0,0.0,0.0,0.0,0.0,0.0
T475,Jared Culbert & Jason Worley,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T476,Taylor Lark & Jason Worley,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T477,James Pendleton & Jared Culbert,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T478,Taylor Lark & Brandon Passmore,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T479,James Pendleton & Jason Worley,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T480,Brad Heffler & David Pinsky,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T481,Ron Cortese & Stan Dull,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T482,Allyce Jones & Lauren Stratman,9,11.1,0,0.0,0.0,0.0,0.0,0.0
T483,Rachel Rohrabacher & Anna Bright,5,80.0,0,0.0,0.0,0.0,0.0,0.0
T484,Bill Blank & Deb Blank,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T485,Yshmma Blank & Virna Blank,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T487,D Walsh & Deb N,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T488,Aarti A & David F,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T490,Christian Keenum & Ryan Torresin,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T491,Drew March & Jose Gonzalez,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T492,Hunter Rusher & Clay Southern,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T493,Cooper Barkley & Matt Gross,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T495,Mandi Wray & Daniel Wray,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T496,Kate Rozsa & Sam Hammad,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T497,Janos Hadik & Shane Kuyper,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T498,Ethan Weiss & Dalton Kates,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T499,Chris Trefry & Jerry Worsham,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T500,Alex Shaffer & Steve Tams,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T501,Bob White & Scott Tingley,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T502,Michele Spahr & Brad Barker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T503,Alyssa Bialek & Alex Spancake,3,66.7,0,0.0,0.0,0.0,0.0,0.0
T504,Karly Newcomb & Josh Golob,3,100.0,0,0.0,0.0,0.0,0.0,0.0
T505,Allison Klink & Ryan Kane,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T508,Zachary Romines & Jeffrey Romines,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T510,Adrian Bedard & Todd Boss,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T511,Lucas Mallory & Bryce Haynes,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T512,Barbara Davis & Kris Macagney,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T513,Ann Kelly & Dana Tholen,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T514,Ann Kelly & Kris Macagney,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T515,Dana Tholen & Barbara Davis,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T516,Dana Tholen & Kris Macagney,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T517,Ann Kelly & Barbara Davis,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T518,Mike Kroeger & Mark Amponin,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T519,Al Mandia & Jonathan Knight,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T520,Caitlin Hanson & Jane McNeely,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T521,Connie Craig & Meg Waskow,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T524,David McNally & Paul Olin,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T525,Ellie Medawar & Rian Weston-Dodds,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T526,George Yang & Andrew Barker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T527,Stephen Parisi & Jack Lin,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T528,Ilan Waskow & Clarence Lindblom,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T529,Nancy Del Viscio & Bob Hyer,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T530,Sue McNeill & Kristal Hyer,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T531,Nancy Del Viscio & Krystal Hyer,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T532,Sue McNeill & Bob Hyer,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T533,Sue McNeill & Nancy Del Viscio,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T534,Bob Hyer & Kristal Hyer,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T535,Dave Holland & CC Holland,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T536,Tony Parisi & Ti Caudron,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T537,Susan Donoghue & Lois Lindblom,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T538,Diane Rosenburg & Kim Brist,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T539,Lisa Snyder & Monika Downey,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T540,Sheila Galegher & Donna Pope,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T541,George Yang & Rian Weston-Dodds,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T542,Ellie Medawar & Stephen Parisi,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T543,Connie Craig & Clarence Lindblom,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T544,Ilan Waskow & Meg Waskow,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T545,Braley Kraemer & Keri Herkenrath,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T546,Heather Loiselle & Herv Bezjak,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T547,Jack Lin & Andrew Baker,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T548,Temp Temp & Greg Molotky,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T550,Thomas Wilson & Christian Alshon,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T551,Tyler Loong & Connor Garnett,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T552,Callan Dawson & Hayden Patriquin,2,0.0,0,0.0,0.0,0.0,0.0,0.0
T553,Jhonnatan Medina Alvarez & Rosen Naydenov,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T554,Tyler Vanagas & Nate A,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T555,Chip Morgan & Randy Parker,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T556,Steve Reppas & Don Obremski,1,0.0,0,0.0,0.0,0.0,0.0,0.0
T557,Andrea Koop & Tina Pisnik,2,100.0,0,0.0,0.0,0.0,0.0,0.0
T558,Michael Stevens & Chip Morgan,1,100.0,0,0.0,0.0,0.0,0.0,0.0
T559,Nate Bertness & Justin Barton,4,25.0,0,0.0,0.0,0.0,0.0,0.0
T560,Kyle Kimel & Luca Divona,4,75.0,0,0.0,0.0,0.0,0.0,0.0
T561,Rebekah Marquis & Joe Carson,1,100.0,0,0.0,0.0,0.0,0.0,0.0
